INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192073427,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,359,,2019-09-13 03:01:00,2019,9,Friday,3,Part Two,TREMLETT ST,,,"(0.00000000, 0.00000000)"
I192073426,1402,Vandalism,VANDALISM,B2,291,,2019-09-13 02:05:00,2019,9,Friday,2,Part Two,CEDAR ST,42.32747759,-71.09509472,"(42.32747759, -71.09509472)"
I192073425,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,101,,2019-09-13 01:48:00,2019,9,Friday,1,Part Two,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)"
I192073425,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,101,,2019-09-13 01:48:00,2019,9,Friday,1,Part Two,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)"
I192073425,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,101,,2019-09-13 01:48:00,2019,9,Friday,1,Part One,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)"
I192073425,3111,License Violation,LICENSE PREMISE VIOLATION,A1,101,,2019-09-13 01:48:00,2019,9,Friday,1,Part Three,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)"
I192073424,3115,Investigate Person,INVESTIGATE PERSON,C11,373,,2019-09-13 01:26:00,2019,9,Friday,1,Part Three,ASHMONT ST,42.29007936,-71.04842736,"(42.29007936, -71.04842736)"
I192073423,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,149,,2019-09-13 01:47:00,2019,9,Friday,1,Part Three,W NEWTON ST,42.34385799,-71.07953502,"(42.34385799, -71.07953502)"
I192073422,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,327,,2019-09-13 00:33:00,2019,9,Friday,0,Part Three,WOODCLIFF ST,42.31557285,-71.07503393,"(42.31557285, -71.07503393)"
I192073420,1602,Prostitution,PROSTITUTION - SOLICITING,B2, ,,2019-09-12 02:10:00,2019,9,Thursday,2,Part Two,,,,"(0.00000000, 0.00000000)"
I192073419,2629,Harassment,HARASSMENT,C11,245,,2019-09-13 00:09:00,2019,9,Friday,0,Part Two,SYDNEY ST,,,"(0.00000000, 0.00000000)"
I192073418,2629,Harassment,HARASSMENT,C11,366,,2019-09-13 01:17:00,2019,9,Friday,1,Part Two,SHEPTON ST,42.28995318,-71.06076101,"(42.28995318, -71.06076101)"
I192073417,3502,Missing Person Located,MISSING PERSON - LOCATED,A1,94,,2019-09-13 02:02:00,2019,9,Friday,2,Part Three,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I192073417,3125,Warrant Arrests,WARRANT ARREST,A1,94,,2019-09-13 02:02:00,2019,9,Friday,2,Part Three,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I192073415,2632,Evading Fare,EVADING FARE,A1,116,,2019-09-13 01:16:00,2019,9,Friday,1,Part Two,BEACH ST,42.35125902,-71.06009371,"(42.35125902, -71.06009371)"
I192073415,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,116,,2019-09-13 01:16:00,2019,9,Friday,1,Part Two,BEACH ST,42.35125902,-71.06009371,"(42.35125902, -71.06009371)"
I192073414,301,Robbery,ROBBERY - STREET,A1, ,,2019-09-13 01:00:00,2019,9,Friday,1,Part One,TREMONT ST,,,"(0.00000000, 0.00000000)"
I192073413,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,953,,2019-09-13 00:47:00,2019,9,Friday,0,Part Three,WASHINGTON ST,42.33721215,-71.07597603,"(42.33721215, -71.07597603)"
I192073412,3410,Towed,TOWED MOTOR VEHICLE,D14,803,,2019-09-13 01:22:00,2019,9,Friday,1,Part Three,N BEACON ST,42.35367861,-71.13819856,"(42.35367861, -71.13819856)"
I192073412,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,D14,803,,2019-09-13 01:22:00,2019,9,Friday,1,Part Two,N BEACON ST,42.35367861,-71.13819856,"(42.35367861, -71.13819856)"
I192073412,2102,Operating Under the Influence,OPERATING UNDER THE INFLUENCE DRUGS,D14,803,,2019-09-13 01:22:00,2019,9,Friday,1,Part Two,N BEACON ST,42.35367861,-71.13819856,"(42.35367861, -71.13819856)"
I192073411,1846,Drug Violation,DRUGS - POSS CLASS E,A1,101,,2019-09-13 00:35:00,2019,9,Friday,0,Part Two,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I192073410,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,783,,2019-09-05 00:00:00,2019,9,Thursday,0,Part Two,CAMELOT CT,,,"(0.00000000, 0.00000000)"
I192073409,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,297,,2019-09-13 00:25:00,2019,9,Friday,0,Part Two,FENNO ST,42.32284818,-71.08458995,"(42.32284818, -71.08458995)"
I192073407,423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,617,,2019-09-13 00:14:00,2019,9,Friday,0,Part One,AGASSIZ RD,42.34321778,-71.09453163,"(42.34321778, -71.09453163)"
I192073406,3001,Medical Assistance,DEATH INVESTIGATION,A7,19,,2019-09-12 23:37:00,2019,9,Thursday,23,Part Three,PRINCETON ST,42.37909441,-71.03176184,"(42.37909441, -71.03176184)"
I192073404,2629,Harassment,HARASSMENT,C6,936,,2019-08-08 00:00:00,2019,8,Thursday,0,Part Two,DALESSIO CT,42.33913252,-71.05465387,"(42.33913252, -71.05465387)"
I192073403,900,Arson,ARSON,B2,287,,2019-09-12 23:24:00,2019,9,Thursday,23,Other,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)"
I192073402,724,Auto Theft,AUTO THEFT,A1,64,,2019-09-12 01:20:00,2019,9,Thursday,1,Part One,CHARLES ST,42.36192792,-71.07081974,"(42.36192792, -71.07081974)"
I192073401,1602,Prostitution,PROSTITUTION - SOLICITING,B2,178,,2019-09-12 23:47:00,2019,9,Thursday,23,Part Two,PEIRSON ST,42.32918864,-71.06990786,"(42.32918864, -71.06990786)"
I192073400,3125,Warrant Arrests,WARRANT ARREST,B2,586,,2019-09-12 22:51:00,2019,9,Thursday,22,Part Three,CALUMET ST,42.32902859,-71.1009306,"(42.32902859, -71.10093060)"
I192073399,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,226,,2019-09-12 23:15:00,2019,9,Thursday,23,Part Three,E BROADWAY,42.33556114,-71.03993118,"(42.33556114, -71.03993118)"
I192073399,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,226,,2019-09-12 23:15:00,2019,9,Thursday,23,Part One,E BROADWAY,42.33556114,-71.03993118,"(42.33556114, -71.03993118)"
I192073398,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,171,,2019-09-12 21:54:00,2019,9,Thursday,21,Part Three,E CONCORD ST,42.33572403,-71.07232651,"(42.33572403, -71.07232651)"
I192073397,1602,Prostitution,PROSTITUTION - SOLICITING,B2,178,,2019-09-12 23:19:00,2019,9,Thursday,23,Part Two,ALLERTON ST,42.32805817,-71.06956313,"(42.32805817, -71.06956313)"
I192073396,3115,Investigate Person,INVESTIGATE PERSON,B3,434,,2019-09-12 22:34:00,2019,9,Thursday,22,Part Three,NORFOLK ST,42.28694164,-71.07901655,"(42.28694164, -71.07901655)"
I192073395,613,Larceny,LARCENY SHOPLIFTING,A1,84,,2019-09-12 22:34:00,2019,9,Thursday,22,Part One,HANOVER ST,42.36303798,-71.05524751,"(42.36303798, -71.05524751)"
I192073394,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,281,,2019-09-12 23:01:00,2019,9,Thursday,23,Part Three,GREENVILLE ST,,,"(0.00000000, 0.00000000)"
I192073393,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,326,,2019-09-12 22:29:00,2019,9,Thursday,22,Part Three,LAWRENCE AVE,42.31161123,-71.076256,"(42.31161123, -71.07625600)"
I192073392,1602,Prostitution,PROSTITUTION - SOLICITING,B2,178,,2019-09-12 22:55:00,2019,9,Thursday,22,Part Two,ALLERTON ST,42.32805817,-71.06956313,"(42.32805817, -71.06956313)"
I192073391,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,594,,2019-09-10 00:00:00,2019,9,Tuesday,0,Part Two,SAINT BOTOLPH ST,42.3414751,-71.08495034,"(42.34147510, -71.08495034)"
I192073390,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,28,,2019-09-12 22:14:00,2019,9,Thursday,22,Part Three,GOVE ST,42.37161486,-71.03766485,"(42.37161486, -71.03766485)"
I192073389,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,493,,2019-09-12 22:06:00,2019,9,Thursday,22,Part Three,METROPOLITAN AVE,,,"(0.00000000, 0.00000000)"
I192073388,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,115,,2019-09-11 12:00:00,2019,9,Wednesday,12,Part Three,BEACH ST,42.35081057,-71.05809136,"(42.35081057, -71.05809136)"
I192073387,3125,Warrant Arrests,WARRANT ARREST,C6,204,,2019-09-12 19:03:00,2019,9,Thursday,19,Part Three,CHANNEL CENTER ST,42.34556623,-71.05151508,"(42.34556623, -71.05151508)"
I192073387,616,Larceny,LARCENY THEFT OF BICYCLE,C6,204,,2019-09-12 19:03:00,2019,9,Thursday,19,Part One,CHANNEL CENTER ST,42.34556623,-71.05151508,"(42.34556623, -71.05151508)"
I192073386,1602,Prostitution,PROSTITUTION - SOLICITING,B2,178,,2019-09-12 22:24:00,2019,9,Thursday,22,Part Two,ALLERTON ST,42.32848003,-71.07010751,"(42.32848003, -71.07010751)"
I192073385,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,796,,2019-09-12 15:30:00,2019,9,Thursday,15,Part One,FORDHAM RD,42.35154653,-71.12789558,"(42.35154653, -71.12789558)"
I192073384,3111,License Violation,LICENSE PREMISE VIOLATION,D14,802,,2019-09-12 21:58:00,2019,9,Thursday,21,Part Three,BRIGHTON AVE,42.35315862,-71.13289373,"(42.35315862, -71.13289373)"
I192073383,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,288,,2019-09-12 22:06:00,2019,9,Thursday,22,Part Two,MARVIN ST,42.32988771,-71.08445915,"(42.32988771, -71.08445915)"
I192073382,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,94,,2019-09-12 22:00:00,2019,9,Thursday,22,Part One,CLINTON ST,42.36067984,-71.05482325,"(42.36067984, -71.05482325)"
I192073380,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,557,,2019-09-12 21:10:00,2019,9,Thursday,21,Part Three,HILBURN ST,42.27904477,-71.12498444,"(42.27904477, -71.12498444)"
I192073378,3114,Investigate Property,INVESTIGATE PROPERTY,B3,465,,2019-09-12 20:56:00,2019,9,Thursday,20,Part Three,WILCOCK ST,42.2868893,-71.09222991,"(42.28688930, -71.09222991)"
I192073377,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,463,,2019-09-12 20:31:00,2019,9,Thursday,20,Part Three,BLUE HILL AVE,42.29330376,-71.0885899,"(42.29330376, -71.08858990)"
I192073376,3114,Investigate Property,INVESTIGATE PROPERTY,C11,370,,2019-09-12 21:32:00,2019,9,Thursday,21,Part Three,TENEAN ST,42.2932907,-71.04646263,"(42.29329070, -71.04646263)"
I192073375,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,178,,2019-09-12 21:38:00,2019,9,Thursday,21,Part Two,ALLERTON ST,42.32885043,-71.07064355,"(42.32885043, -71.07064355)"
I192073375,1602,Prostitution,PROSTITUTION - SOLICITING,B2,178,,2019-09-12 21:38:00,2019,9,Thursday,21,Part Two,ALLERTON ST,42.32885043,-71.07064355,"(42.32885043, -71.07064355)"
I192073374,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,173,,2019-09-12 21:30:00,2019,9,Thursday,21,Part Three,ATLANTIC AVE,42.35218278,-71.0556788,"(42.35218278, -71.05567880)"
I192073373,3114,Investigate Property,INVESTIGATE PROPERTY,D14,779,,2019-09-12 20:25:00,2019,9,Thursday,20,Part Three,MORROW RD,,,"(0.00000000, 0.00000000)"
I192073372,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,111,,2019-09-12 21:12:00,2019,9,Thursday,21,Part Three,WEST ST,42.35459106,-71.0621901,"(42.35459106, -71.06219010)"
I192073371,1602,Prostitution,PROSTITUTION - SOLICITING,B2,178,,2019-09-12 21:09:00,2019,9,Thursday,21,Part Two,ALLERTON ST,42.32885043,-71.07064355,"(42.32885043, -71.07064355)"
I192073370,1402,Vandalism,VANDALISM,B2,603,,2019-09-12 20:57:00,2019,9,Thursday,20,Part Two,CALUMET ST,,,"(0.00000000, 0.00000000)"
I192073370,2610,Other,TRESPASSING,B2,603,,2019-09-12 20:57:00,2019,9,Thursday,20,Part Two,CALUMET ST,,,"(0.00000000, 0.00000000)"
I192073370,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,603,,2019-09-12 20:57:00,2019,9,Thursday,20,Part One,CALUMET ST,,,"(0.00000000, 0.00000000)"
I192073369,617,Larceny,LARCENY THEFT FROM BUILDING,C6,220,,2019-09-12 18:04:00,2019,9,Thursday,18,Part One,DORCHESTER ST,42.33482917,-71.04705015,"(42.33482917, -71.04705015)"
I192073368,3201,Property Lost,PROPERTY - LOST,E13,584,,2019-09-12 21:13:00,2019,9,Thursday,21,Part Three,HEATH ST,42.32665471,-71.10679596,"(42.32665471, -71.10679596)"
I192073367,613,Larceny,LARCENY SHOPLIFTING,D4,142,,2019-09-12 20:28:00,2019,9,Thursday,20,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I192073366,617,Larceny,LARCENY THEFT FROM BUILDING,D4,625,,2019-09-12 15:14:00,2019,9,Thursday,15,Part One,PARK DR,42.34241506,-71.09521114,"(42.34241506, -71.09521114)"
I192073365,3115,Investigate Person,INVESTIGATE PERSON,C11, ,,2019-09-12 20:31:00,2019,9,Thursday,20,Part Three,SAVIN HILL AVE,,,"(0.00000000, 0.00000000)"
I192073364,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,711,,2019-09-12 20:34:00,2019,9,Thursday,20,Part Two,WASHINGTON ST,42.26541314,-71.15270131,"(42.26541314, -71.15270131)"
I192073363,3115,Investigate Person,INVESTIGATE PERSON,D14,784,,2019-09-12 20:10:00,2019,9,Thursday,20,Part Three,CAMBRIDGE ST,,,"(0.00000000, 0.00000000)"
I192073362,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,939,,2019-09-12 20:19:00,2019,9,Thursday,20,Part Three,FANEUIL ST,42.35555336,-71.15274721,"(42.35555336, -71.15274721)"
I192073361,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,657,,2019-09-12 20:10:00,2019,9,Thursday,20,Part Three,CENTRE ST,42.3026067,-71.12560937,"(42.30260670, -71.12560937)"
I192073359,3115,Investigate Person,INVESTIGATE PERSON,B2,261,,2019-09-12 19:31:00,2019,9,Thursday,19,Part Three,DUDLEY ST,42.32104169,-71.07215291,"(42.32104169, -71.07215291)"
I192073357,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,485,,2019-09-12 19:46:00,2019,9,Thursday,19,Part Three,RIVER ST,42.26430493,-71.10061293,"(42.26430493, -71.10061293)"
I192073356,1874,Drug Violation,DRUGS - OTHER,C11,257,,2019-09-12 20:43:00,2019,9,Thursday,20,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I192073355,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,B2,293,,2019-09-12 16:44:00,2019,9,Thursday,16,Part Three,CEDAR ST,42.32655484,-71.09219288,"(42.32655484, -71.09219288)"
I192073354,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B2,330,,2019-09-12 20:23:00,2019,9,Thursday,20,Part Three,BLUE HILL AVE,42.3043395,-71.08477887,"(42.30433950, -71.08477887)"
I192073354,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,330,,2019-09-12 20:23:00,2019,9,Thursday,20,Part One,BLUE HILL AVE,42.3043395,-71.08477887,"(42.30433950, -71.08477887)"
I192073353,2905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,365,,2019-09-12 16:52:00,2019,9,Thursday,16,Part Two,DORCHESTER AVE,42.2908347,-71.06288798,"(42.29083470, -71.06288798)"
I192073352,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,180,,2019-09-12 20:18:00,2019,9,Thursday,20,Part Two,DUNMORE ST,42.32579168,-71.07460835,"(42.32579168, -71.07460835)"
I192073351,3114,Investigate Property,INVESTIGATE PROPERTY,E13,607,,2019-09-12 19:58:00,2019,9,Thursday,19,Part Three,GROTTO GLEN RD,42.32563183,-71.10845359,"(42.32563183, -71.10845359)"
I192073350,3208,Property Lost,PROPERTY - MISSING,C11,384,,2019-09-12 18:43:00,2019,9,Thursday,18,Part Three,GALLIVAN BLVD,,,"(0.00000000, 0.00000000)"
I192073350,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,C11,384,,2019-09-12 18:43:00,2019,9,Thursday,18,Part Three,GALLIVAN BLVD,,,"(0.00000000, 0.00000000)"
I192073349,613,Larceny,LARCENY SHOPLIFTING,D4,171,,2019-09-12 19:43:00,2019,9,Thursday,19,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I192073349,3125,Warrant Arrests,WARRANT ARREST,D4,171,,2019-09-12 19:43:00,2019,9,Thursday,19,Part Three,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I192073348,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E18,522,,2019-09-06 00:00:00,2019,9,Friday,0,Part Two,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)"
I192073347,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,340,,2019-09-12 18:10:00,2019,9,Thursday,18,Part Three,HAMILTON ST,42.30587884,-71.06663793,"(42.30587884, -71.06663793)"
I192073346,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,244,,2019-09-12 17:42:00,2019,9,Thursday,17,Part Three,MAYFIELD ST,42.31650496,-71.05803929,"(42.31650496, -71.05803929)"
I192073345,1402,Vandalism,VANDALISM,C11,370,,2019-09-12 19:43:00,2019,9,Thursday,19,Part Two,WILLIAM T MORRISSEY BLVD,42.29623685,-71.04853645,"(42.29623685, -71.04853645)"
I192073344,3301,Verbal Disputes,VERBAL DISPUTE,B2,264,,2019-09-12 19:10:00,2019,9,Thursday,19,Part Three,BLUE HILL AVE,42.32016095,-71.0777729,"(42.32016095, -71.07777290)"
I192073343,3301,Verbal Disputes,VERBAL DISPUTE,D4,903,,2019-09-12 19:28:00,2019,9,Thursday,19,Part Three,TROTTER CT,42.33596847,-71.08129856,"(42.33596847, -71.08129856)"
I192073342,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,640,,2019-09-12 19:00:00,2019,9,Thursday,19,Part Three,BOYLSTON ST,42.31701927,-71.10490013,"(42.31701927, -71.10490013)"
I192073340,3201,Property Lost,PROPERTY - LOST,A15,50,,2019-08-17 00:00:00,2019,8,Saturday,0,Part Three,HOOD PARK DR,,,"(0.00000000, 0.00000000)"
I192073339,616,Larceny,LARCENY THEFT OF BICYCLE,B2,276,,2019-09-12 19:23:00,2019,9,Thursday,19,Part One,MELNEA CASS BLVD,42.33330171,-71.08181675,"(42.33330171, -71.08181675)"
I192073338,3410,Towed,TOWED MOTOR VEHICLE,E18,530,,2019-09-12 19:32:00,2019,9,Thursday,19,Part Three,READVILLE ST,,,"(0.00000000, 0.00000000)"
I192073336,3115,Investigate Person,INVESTIGATE PERSON,D14,809,,2019-09-12 18:33:00,2019,9,Thursday,18,Part Three,ALDIE ST,42.35923786,-71.13656085,"(42.35923786, -71.13656085)"
I192073335,613,Larceny,LARCENY SHOPLIFTING,C11,405,,2019-09-12 18:42:00,2019,9,Thursday,18,Part One,DORCHESTER AVE,42.27357721,-71.0677043,"(42.27357721, -71.06770430)"
I192073334,3207,Property Found,PROPERTY - FOUND,E5,691,,2019-09-12 17:20:00,2019,9,Thursday,17,Part Three,CENTRE ST,,,"(0.00000000, 0.00000000)"
I192073333,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E18,521,,2019-09-12 18:47:00,2019,9,Thursday,18,Part Three,RIVER ST,42.25592648,-71.12317207,"(42.25592648, -71.12317207)"
I192073332,3811,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,A1,114,,2019-09-12 19:10:00,2019,9,Thursday,19,Part Three,ATLANTIC AVE,42.35366271,-71.05356113,"(42.35366271, -71.05356113)"
I192073331,1874,Drug Violation,DRUGS - OTHER,A7,28,,2019-09-12 19:03:00,2019,9,Thursday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I192073330,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D14,751,,2019-09-12 18:30:00,2019,9,Thursday,18,Part Three,COMMONWEALTH AVE,42.34005531,-71.1664207,"(42.34005531, -71.16642070)"
I192073329,3115,Investigate Person,INVESTIGATE PERSON,B3,472,,2019-09-12 15:47:00,2019,9,Thursday,15,Part Three,WOODHAVEN ST,42.27282972,-71.09560402,"(42.27282972, -71.09560402)"
I192073328,1107,Fraud,FRAUD - IMPERSONATION,E18,491,,2019-09-11 19:00:00,2019,9,Wednesday,19,Part Two,FARRAR AVE,42.26878567,-71.11408859,"(42.26878567, -71.11408859)"
I192073327,3301,Verbal Disputes,VERBAL DISPUTE,B3,945,,2019-09-12 17:44:00,2019,9,Thursday,17,Part Three,WESTVIEW ST,42.29091867,-71.08767813,"(42.29091867, -71.08767813)"
I192073326,1402,Vandalism,VANDALISM,C6,188,,2019-09-12 17:21:00,2019,9,Thursday,17,Part Two,MAYHEW ST,42.32150239,-71.059672,"(42.32150239, -71.05967200)"
I192073325,2647,Other,THREATS TO DO BODILY HARM,B2,327,,2019-09-12 15:30:00,2019,9,Thursday,15,Part Two,QUINCY ST,42.31252546,-71.07389321,"(42.31252546, -71.07389321)"
I192073324,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A1,111,,2019-09-12 18:15:00,2019,9,Thursday,18,Part Three,TEMPLE PL,,,"(0.00000000, 0.00000000)"
I192073323,3114,Investigate Property,INVESTIGATE PROPERTY,D14,754,,2019-09-12 17:15:00,2019,9,Thursday,17,Part Three,NONANTUM ST,,,"(0.00000000, 0.00000000)"
I192073322,3001,Medical Assistance,DEATH INVESTIGATION,C11,374,,2019-09-12 18:05:00,2019,9,Thursday,18,Part Three,TOLMAN ST,42.29033712,-71.04528025,"(42.29033712, -71.04528025)"
I192073320,3201,Property Lost,PROPERTY - LOST,E18,501,,2019-09-06 00:00:00,2019,9,Friday,0,Part Three,HYDE PARK AVE,42.28271702,-71.11896225,"(42.28271702, -71.11896225)"
I192073319,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2,294,,2019-09-12 18:20:00,2019,9,Thursday,18,Part Three,SAINT JAMES ST,42.32703627,-71.08687838,"(42.32703627, -71.08687838)"
I192073318,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B3,450,,2019-09-12 18:00:00,2019,9,Thursday,18,Part Three,ROSEDALE ST,42.29244178,-71.07320696,"(42.29244178, -71.07320696)"
I192073317,3114,Investigate Property,INVESTIGATE PROPERTY,C6, ,,2019-09-12 18:02:00,2019,9,Thursday,18,Part Three,OLD COLONY AVE,42.32557398,-71.0524813,"(42.32557398, -71.05248130)"
I192073316,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,432,,2019-08-23 10:00:00,2019,8,Friday,10,Part Two,MOUNTAIN AVE,42.28399453,-71.08524298,"(42.28399453, -71.08524298)"
I192073314,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A7,12,,2019-09-12 15:29:00,2019,9,Thursday,15,Part Three,BENNINGTON ST,42.38425126,-71.01381492,"(42.38425126, -71.01381492)"
I192073313,2629,Harassment,HARASSMENT,E5,560,,2019-09-12 08:00:00,2019,9,Thursday,8,Part Two,POPLAR ST,42.28380231,-71.12836197,"(42.28380231, -71.12836197)"
I192073312,2647,Other,THREATS TO DO BODILY HARM,D4,142,,2019-09-12 17:51:00,2019,9,Thursday,17,Part Two,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I192073312,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,D4,142,,2019-09-12 17:51:00,2019,9,Thursday,17,Part Three,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I192073312,613,Larceny,LARCENY SHOPLIFTING,D4,142,,2019-09-12 17:51:00,2019,9,Thursday,17,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I192073311,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,21,,2019-09-12 15:00:00,2019,9,Thursday,15,Part Three,BREMEN ST,42.37346135,-71.03356923,"(42.37346135, -71.03356923)"
I192073310,1402,Vandalism,VANDALISM,C11,334,,2019-08-25 16:00:00,2019,8,Sunday,16,Part Two,FERNALD TER,42.31012879,-71.0667901,"(42.31012879, -71.06679010)"
I192073309,3115,Investigate Person,INVESTIGATE PERSON,C11,398,,2019-09-12 17:29:00,2019,9,Thursday,17,Part Three,WASHINGTON ST,42.28873871,-71.07112627,"(42.28873871, -71.07112627)"
I192073308,617,Larceny,LARCENY THEFT FROM BUILDING,C11,359,,2019-09-12 17:29:00,2019,9,Thursday,17,Part One,REGINA RD,42.29524857,-71.07108773,"(42.29524857, -71.07108773)"
I192073307,1402,Vandalism,VANDALISM,B2,904,,2019-09-11 21:00:00,2019,9,Wednesday,21,Part Two,HARRISON AVE,42.33009028,-71.08202213,"(42.33009028, -71.08202213)"
I192073306,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,53,,2019-09-12 17:05:00,2019,9,Thursday,17,Part Three,MAIN ST,42.37938666,-71.06908346,"(42.37938666, -71.06908346)"
I192073305,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,C6,188,,2019-09-12 17:34:00,2019,9,Thursday,17,Part Three,BOSTON ST,42.32299594,-71.06067598,"(42.32299594, -71.06067598)"
I192073304,2647,Other,THREATS TO DO BODILY HARM,B3,428,,2019-09-12 16:29:00,2019,9,Thursday,16,Part Two,NORFOLK ST,42.28092154,-71.08766264,"(42.28092154, -71.08766264)"
I192073303,2647,Other,THREATS TO DO BODILY HARM,B3,448,,2019-09-12 17:30:00,2019,9,Thursday,17,Part Two,NORWELL ST,42.29351144,-71.07778767,"(42.29351144, -71.07778767)"
I192073301,2610,Other,TRESPASSING,A1,102,,2019-09-12 17:47:00,2019,9,Thursday,17,Part Two,HAMILTON PL,42.35647754,-71.06142472,"(42.35647754, -71.06142472)"
